"Time","EventID","Source","Computer","Message","Details"
"2021-01-16T10:15:20.302Z",6006,"System","SQL01","The Event log service was stopped.",""
"2021-06-22T06:59:49.590Z",6005,"System","HR-DESK-02","The Event log service was started.",""
"2021-03-21T17:11:24.911Z",1102,"Security-Auditing","WEB01","Security event 1102 occurred.","Details: Event ID 1102 logged for ABYAH\klee"
"2021-09-11T19:25:07.619Z",3,"Sysmon","CLIENT02","Network connection detected:","Image: C:\Windows\System32\spoolsv.exe; User: LOCAL SERVICE; DestinationIp: 13.107.42.14; DestinationPort: 53; Protocol: tcp"
"2021-12-15T07:52:39.664Z",7,"Sysmon","CLIENT02","Image loaded:","Image: C:\Windows\System32\winlogon.exe; ImageLoaded: C:\Windows\System32\ws2_32.dll; ProcessId: 4966"
"2021-10-05T09:11:24.232Z",1,"Sysmon","DEV-01","Process Create:","Image: C:\Program Files\Microsoft Edge\msedge.exe; CommandLine: ""C:\Program Files\Microsoft Edge\msedge.exe"" --flag-9442 --config-2; User: ABYAH\bwilson; ProcessId: 2081"
"2021-09-19T04:13:09.892Z",15,"Sysmon","HR-DESK-02","FileCreateStreamHash:","Image: C:\Windows\System32\lsass.exe; TargetFilename: C:\Users\ABYAH\jdoe\Downloads\setup_2.exe:Zone.Identifier"
"2021-06-07T01:05:20.897Z",1,"Sysmon","IT-DESK-01","Process Create:","Image: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE; CommandLine: ""C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE"" --flag-8975 --config-1; User: ABYAH\admin; ProcessId: 6409"
"2021-11-28T00:09:49.553Z",4624,"Security-Auditing","CLIENT01","An account was successfully logged on.","Subject: Security ID: S-1-5-18; Subject: Account Name: CLIENT01$; Subject: Account Domain: ABYAH; Logon: Logon Type: 11; New Logon: Account Name: jdoe; New Logon: Authentication Package: Kerberos; Network: Source Address: 192.168.1.104"
"2021-05-25T08:00:17.244Z",11,"Sysmon","APP01","File created:","Image: C:\Program Files\Microsoft Edge\msedge.exe; TargetFilename: C:\Users\ABYAH\jane.doe\Documents\file_93.tmp; ProcessId: 9720"
"2021-10-11T08:05:02.620Z",6005,"System","DC02","The Event log service was started.",""
"2021-08-13T09:08:26.355Z",7,"Sysmon","HR-DESK-02","Image loaded:","Image: C:\Windows\System32\spoolsv.exe; ImageLoaded: C:\Windows\System32\ole32.dll; ProcessId: 4746"
"2021-03-03T05:40:29.381Z",1,"Sysmon","HR-DESK-02","Process Create:","Image: C:\Program Files\Google\Chrome\chrome.exe; CommandLine: ""C:\Program Files\Google\Chrome\chrome.exe"" --flag-2356 --config-5; User: ABYAH\rbrown; ProcessId: 1222"
"2021-08-26T04:39:04.514Z",7,"Sysmon","IT-DESK-01","Image loaded:","Image: C:\Program Files\WindowsApps\...\RuntimeBroker.exe; ImageLoaded: C:\Windows\System32\kernel32.dll; ProcessId: 7893"
"2021-08-10T12:16:35.562Z",6005,"System","SQL01","The Event log service was started.",""
"2021-11-19T10:46:45.971Z",15,"Sysmon","DEV-01","FileCreateStreamHash:","Image: C:\Program Files\Google\Chrome\chrome.exe; TargetFilename: C:\Users\NETWORK SERVICE\Downloads\setup_3.exe:Zone.Identifier"
"2021-11-25T12:17:34.793Z",8,"Sysmon","CLIENT02","Sysmon event 8",""
"2021-01-07T15:26:12.795Z",1100,"Security-Auditing","EXCH01","Security event 1100 occurred.","Details: Event ID 1100 logged for LOCAL SERVICE"
"2021-08-09T07:06:50.982Z",6005,"System","HR-DESK-02","The Event log service was started.",""
"2021-06-19T13:29:14.403Z",1,"Sysmon","APP01","Process Create:","Image: C:\Program Files\Google\Chrome\chrome.exe; CommandLine: ""C:\Program Files\Google\Chrome\chrome.exe"" --flag-9156 --config-6; User: ABYAH\svc_backup; ProcessId: 4125"
"2021-11-09T14:56:46.446Z",8,"Sysmon","HR-DESK-02","Sysmon event 8",""
"2021-12-23T11:17:06.482Z",1,"Sysmon","IT-DESK-01","Process Create:","Image: C:\Program Files\Microsoft Edge\msedge.exe; CommandLine: ""C:\Program Files\Microsoft Edge\msedge.exe"" --flag-8442 --config-7; User: ABYAH\ogarcia; ProcessId: 2967"
"2021-05-05T22:35:10.161Z",15,"Sysmon","CLIENT01","FileCreateStreamHash:","Image: C:\Windows\System32\winlogon.exe; TargetFilename: C:\Users\ABYAH\bwilson\Downloads\setup_8.exe:Zone.Identifier"
"2021-11-11T07:54:17.843Z",6013,"System","CLIENT01","The system uptime is 3113539 seconds.",""
"2021-09-16T22:37:42.609Z",4776,"Security-Auditing","HR-DESK-02","The credential validation occurred.","Package: Authentication Package: MICROSOFT_AUTHENTICATION_PACKAGE_V1_0; Account: Account Name: asmith; Computer: Computer Name: HR-DESK-02"
"2021-01-20T18:50:45.348Z",6006,"System","HR-DESK-01","The Event log service was stopped.",""
"2021-06-20T16:38:15.409Z",10,"Sysmon","TEST-01","Sysmon event 10",""
"2021-10-09T21:00:39.389Z",4672,"Security-Auditing","WEB01","Special privileges assigned to new logon.","Subject: Account Name: jane.doe; Privileges: SeTcbPrivilege SeBackupPrivilege SeDebugPrivilege"
"2021-12-04T15:04:22.877Z",1100,"Security-Auditing","DC01","Security event 1100 occurred.","Details: Event ID 1100 logged for ABYAH\svc_backup"
"2021-01-12T07:43:59.959Z",1102,"Security-Auditing","CLIENT04","Security event 1102 occurred.","Details: Event ID 1102 logged for WORKGROUP\User1"
"2021-07-18T05:55:27.333Z",4776,"Security-Auditing","IT-DESK-01","The credential validation occurred.","Package: Authentication Package: MICROSOFT_AUTHENTICATION_PACKAGE_V1_0; Account: Account Name: svc_sql; Computer: Computer Name: IT-DESK-01"
"2021-10-14T08:26:23.918Z",4624,"Security-Auditing","CLIENT04","An account was successfully logged on.","Subject: Security ID: S-1-5-18; Subject: Account Name: CLIENT04$; Subject: Account Domain: ABYAH; Logon: Logon Type: 8; New Logon: Account Name: admin; New Logon: Authentication Package: Negotiate; Network: Source Address: 10.0.0.25"
"2021-10-11T12:45:25.433Z",1100,"Security-Auditing","TEST-01","Security event 1100 occurred.","Details: Event ID 1100 logged for ABYAH\asmith"
"2021-10-19T15:43:38.322Z",8,"Sysmon","DEV-02","Sysmon event 8",""
"2021-07-14T13:03:46.980Z",1100,"Security-Auditing","CLIENT02","Security event 1100 occurred.","Details: Event ID 1100 logged for SYSTEM"
"2021-12-04T04:51:19.596Z",15,"Sysmon","HR-DESK-02","FileCreateStreamHash:","Image: C:\Program Files\Google\Chrome\chrome.exe; TargetFilename: C:\Users\ABYAH\asmith\Downloads\setup_2.exe:Zone.Identifier"
"2021-07-09T22:01:46.676Z",4624,"Security-Auditing","DC01","An account was successfully logged on.","Subject: Security ID: S-1-5-18; Subject: Account Name: DC01$; Subject: Account Domain: ABYAH; Logon: Logon Type: 2; New Logon: Account Name: ogarcia; New Logon: Authentication Package: NTLM; Network: Source Address: 192.168.1.101"
"2021-10-08T10:18:32.723Z",11,"Sysmon","HR-DESK-02","File created:","Image: C:\Windows\System32\svchost.exe; TargetFilename: C:\Users\ABYAH\admin\Documents\file_14.tmp; ProcessId: 1379"
"2021-10-03T10:20:50.646Z",15,"Sysmon","DC01","FileCreateStreamHash:","Image: C:\Program Files\Microsoft Edge\msedge.exe; TargetFilename: C:\Users\ABYAH\klee\Downloads\setup_2.exe:Zone.Identifier"
"2021-10-23T18:57:29.101Z",4776,"Security-Auditing","CLIENT01","The credential validation occurred.","Package: Authentication Package: MICROSOFT_AUTHENTICATION_PACKAGE_V1_0; Account: Account Name: jane.doe; Computer: Computer Name: CLIENT01"
"2021-07-28T07:11:30.581Z",7,"Sysmon","CLIENT04","Image loaded:","Image: C:\Windows\System32\winlogon.exe; ImageLoaded: C:\Windows\System32\kernel32.dll; ProcessId: 4507"
"2021-11-24T15:21:56.240Z",4776,"Security-Auditing","DEV-02","The credential validation occurred.","Package: Authentication Package: MICROSOFT_AUTHENTICATION_PACKAGE_V1_0; Account: Account Name: asmith; Computer: Computer Name: DEV-02"
"2021-11-06T12:17:15.548Z",6013,"System","CLIENT05","The system uptime is 8436737 seconds.",""
"2021-06-10T04:06:29.192Z",15,"Sysmon","APP01","FileCreateStreamHash:","Image: C:\Windows\System32\lsass.exe; TargetFilename: C:\Users\ABYAH\ogarcia\Downloads\setup_2.exe:Zone.Identifier"
"2021-03-28T23:24:13.897Z",6005,"System","TEST-01","The Event log service was started.",""
"2021-06-23T06:55:29.473Z",6005,"System","DC02","The Event log service was started.",""
"2021-05-20T20:21:45.222Z",11,"Sysmon","DC02","File created:","Image: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE; TargetFilename: C:\Users\WORKGROUP\User1\Documents\file_98.tmp; ProcessId: 2082"
"2021-10-24T17:59:29.933Z",1,"Sysmon","TEST-01","Process Create:","Image: C:\Program Files\Microsoft Edge\msedge.exe; CommandLine: ""C:\Program Files\Microsoft Edge\msedge.exe"" --flag-3747 --config-7; User: SYSTEM; ProcessId: 1283"
"2021-08-07T18:08:55.485Z",6005,"System","EXCH01","The Event log service was started.",""
"2021-02-21T16:12:49.583Z",8,"Sysmon","DEV-02","Sysmon event 8",""
"2021-12-04T05:48:50.740Z",3,"Sysmon","CLIENT01","Network connection detected:","Image: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE; User: ABYAH\svc_monitor; DestinationIp: 10.0.0.1; DestinationPort: 53; Protocol: tcp"
"2021-05-19T20:51:31.529Z",8,"Sysmon","WEB01","Sysmon event 8",""
"2021-07-16T08:46:06.525Z",4624,"Security-Auditing","TEST-01","An account was successfully logged on.","Subject: Security ID: S-1-5-18; Subject: Account Name: TEST-01$; Subject: Account Domain: ABYAH; Logon: Logon Type: 2; New Logon: Account Name: NETWORK SERVICE; New Logon: Authentication Package: Kerberos; Network: Source Address: 192.168.1.100"
"2021-01-27T08:57:59.587Z",4634,"Security-Auditing","CLIENT05","An account was logged off.","Target: Account Name: User1"
"2021-11-14T03:11:56.653Z",4672,"Security-Auditing","HR-DESK-01","Special privileges assigned to new logon.","Subject: Account Name: ogarcia; Privileges: SeTcbPrivilege SeBackupPrivilege SeDebugPrivilege"
"2021-09-26T21:28:46.872Z",3,"Sysmon","APP01","Network connection detected:","Image: C:\Windows\System32\svchost.exe; User: ABYAH\jane.doe; DestinationIp: 1.1.1.1; DestinationPort: 3389; Protocol: tcp"
"2021-01-18T16:28:02.361Z",7,"Sysmon","DEV-01","Image loaded:","Image: C:\Program Files\WindowsApps\...\RuntimeBroker.exe; ImageLoaded: C:\Windows\System32\user32.dll; ProcessId: 2337"
"2021-03-16T22:58:23.757Z",11,"Sysmon","DC01","File created:","Image: C:\Windows\System32\lsass.exe; TargetFilename: C:\Users\ABYAH\abyah\Documents\file_69.tmp; ProcessId: 9141"
"2021-01-01T01:49:49.708Z",4776,"Security-Auditing","CLIENT05","The credential validation occurred.","Package: Authentication Package: MICROSOFT_AUTHENTICATION_PACKAGE_V1_0; Account: Account Name: asmith; Computer: Computer Name: CLIENT05"
"2021-12-01T15:21:17.903Z",7,"Sysmon","HR-DESK-02","Image loaded:","Image: C:\Program Files\WindowsApps\...\RuntimeBroker.exe; ImageLoaded: C:\Windows\System32\user32.dll; ProcessId: 5318"
"2021-01-14T22:37:16.297Z",3,"Sysmon","HR-DESK-02","Network connection detected:","Image: C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE; User: ABYAH\abyah; DestinationIp: 10.0.0.1; DestinationPort: 3389; Protocol: tcp"
"2021-02-28T10:08:36.819Z",6013,"System","FILE01","The system uptime is 9806520 seconds.",""
"2021-09-17T11:52:17.656Z",6013,"System","DC02","The system uptime is 1991704 seconds.",""
"2021-11-19T08:05:44.287Z",4672,"Security-Auditing","DC01","Special privileges assigned to new logon.","Subject: Account Name: svc_sql; Privileges: SeTcbPrivilege SeBackupPrivilege SeDebugPrivilege"
"2021-07-07T06:02:48.301Z",6005,"System","CLIENT03","The Event log service was started.",""
"2021-04-02T16:36:59.403Z",1102,"Security-Auditing","CLIENT02","Security event 1102 occurred.","Details: Event ID 1102 logged for ABYAH\lnguyen"
"2021-08-28T21:02:21.417Z",6013,"System","CLIENT03","The system uptime is 8033657 seconds.",""
"2021-07-20T11:30:44.152Z",6013,"System","DC02","The system uptime is 8007350 seconds.",""
"2021-11-21T16:30:33.427Z",4624,"Security-Auditing","APP01","An account was successfully logged on.","Subject: Security ID: S-1-5-18; Subject: Account Name: APP01$; Subject: Account Domain: ABYAH; Logon: Logon Type: 8; New Logon: Account Name: jane.doe; New Logon: Authentication Package: Kerberos; Network: Source Address: 192.168.1.10"
"2021-10-11T06:56:23.827Z",11,"Sysmon","HR-DESK-02","File created:","Image: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE; TargetFilename: C:\Users\SYSTEM\Documents\file_10.tmp; ProcessId: 9162"
"2021-03-05T02:59:15.222Z",4634,"Security-Auditing","DEV-02","An account was logged off.","Target: Account Name: jdoe"
"2021-03-27T20:49:48.657Z",4776,"Security-Auditing","EXCH01","The credential validation occurred.","Package: Authentication Package: MICROSOFT_AUTHENTICATION_PACKAGE_V1_0; Account: Account Name: admin; Computer: Computer Name: EXCH01"
"2021-10-10T00:33:40.807Z",1,"Sysmon","CLIENT04","Process Create:","Image: C:\Windows\System32\svchost.exe; CommandLine: ""C:\Windows\System32\svchost.exe"" --flag-8762 --config-5; User: ABYAH\jdoe; ProcessId: 6810"
"2021-01-12T14:56:28.306Z",4776,"Security-Auditing","IT-DESK-01","The credential validation occurred.","Package: Authentication Package: MICROSOFT_AUTHENTICATION_PACKAGE_V1_0; Account: Account Name: klee; Computer: Computer Name: IT-DESK-01"
"2021-03-06T12:38:22.534Z",6005,"System","DC02","The Event log service was started.",""
"2021-05-23T20:25:05.887Z",3,"Sysmon","DEV-02","Network connection detected:","Image: C:\Windows\System32\spoolsv.exe; User: ABYAH\klee; DestinationIp: 13.107.42.14; DestinationPort: 80; Protocol: tcp"
"2021-09-25T09:12:30.580Z",1102,"Security-Auditing","DEV-02","Security event 1102 occurred.","Details: Event ID 1102 logged for ABYAH\asmith"
"2021-09-23T10:56:05.819Z",1,"Sysmon","SQL01","Process Create:","Image: C:\Windows\System32\winlogon.exe; CommandLine: ""C:\Windows\System32\winlogon.exe"" --flag-8889 --config-6; User: ABYAH\abyah; ProcessId: 4946"
"2021-09-23T12:50:53.933Z",1100,"Security-Auditing","CLIENT02","Security event 1100 occurred.","Details: Event ID 1100 logged for ABYAH\bwilson"
"2021-02-05T19:47:52.242Z",1102,"Security-Auditing","CLIENT02","Security event 1102 occurred.","Details: Event ID 1102 logged for ABYAH\asmith"
"2021-03-03T08:44:41.812Z",6013,"System","CLIENT01","The system uptime is 4720461 seconds.",""
"2021-04-03T09:26:35.971Z",6013,"System","HR-DESK-02","The system uptime is 8285362 seconds.",""
"2021-02-14T22:26:37.446Z",1,"Sysmon","CLIENT05","Process Create:","Image: C:\Program Files\Microsoft Edge\msedge.exe; CommandLine: ""C:\Program Files\Microsoft Edge\msedge.exe"" --flag-6139 --config-4; User: ABYAH\jdoe; ProcessId: 3225"
"2021-07-09T21:33:42.669Z",10,"Sysmon","CLIENT03","Sysmon event 10",""
"2021-08-02T14:31:15.122Z",1102,"Security-Auditing","DC02","Security event 1102 occurred.","Details: Event ID 1102 logged for ABYAH\john.smith"
"2021-03-17T04:07:40.106Z",4776,"Security-Auditing","FILE01","The credential validation occurred.","Package: Authentication Package: MICROSOFT_AUTHENTICATION_PACKAGE_V1_0; Account: Account Name: User2; Computer: Computer Name: FILE01"
"2021-11-27T16:19:56.225Z",6006,"System","CLIENT02","The Event log service was stopped.",""
"2021-03-11T14:05:28.563Z",4634,"Security-Auditing","APP01","An account was logged off.","Target: Account Name: User1"
"2021-05-04T19:29:44.609Z",1102,"Security-Auditing","HR-DESK-01","Security event 1102 occurred.","Details: Event ID 1102 logged for ABYAH\rbrown"
"2021-08-04T09:37:45.635Z",4624,"Security-Auditing","DC01","An account was successfully logged on.","Subject: Security ID: S-1-5-18; Subject: Account Name: DC01$; Subject: Account Domain: ABYAH; Logon: Logon Type: 11; New Logon: Account Name: abyah; New Logon: Authentication Package: Negotiate; Network: Source Address: 10.0.0.5"
"2021-08-21T23:58:57.516Z",8,"Sysmon","CLIENT05","Sysmon event 8",""
"2021-12-07T21:06:45.724Z",8,"Sysmon","WEB01","Sysmon event 8",""
"2021-12-08T18:19:47.604Z",10,"Sysmon","FILE01","Sysmon event 10",""
"2021-01-25T13:28:07.469Z",10,"Sysmon","CLIENT05","Sysmon event 10",""
"2021-12-11T13:33:33.780Z",11,"Sysmon","TEST-01","File created:","Image: C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE; TargetFilename: C:\Users\ABYAH\admin\Documents\file_8.tmp; ProcessId: 2034"
"2021-11-06T19:03:17.469Z",1100,"Security-Auditing","TEST-01","Security event 1100 occurred.","Details: Event ID 1100 logged for ABYAH\abyah"
"2021-12-14T20:25:12.160Z",6006,"System","APP01","The Event log service was stopped.",""
"2021-03-05T06:30:01.694Z",4672,"Security-Auditing","IT-DESK-01","Special privileges assigned to new logon.","Subject: Account Name: rbrown; Privileges: SeTcbPrivilege SeBackupPrivilege SeDebugPrivilege"
"2021-05-11T17:57:13.195Z",7,"Sysmon","DEV-02","Image loaded:","Image: C:\Program Files\Google\Chrome\chrome.exe; ImageLoaded: C:\Windows\System32\ole32.dll; ProcessId: 8023"
"2021-04-07T00:56:56.606Z",6013,"System","WEB01","The system uptime is 7856802 seconds.",""
"2021-09-15T11:03:59.402Z",6013,"System","APP01","The system uptime is 6105934 seconds.",""
"2021-09-12T21:45:32.163Z",4672,"Security-Auditing","CLIENT03","Special privileges assigned to new logon.","Subject: Account Name: jane.doe; Privileges: SeTcbPrivilege SeBackupPrivilege SeDebugPrivilege"
"2021-06-17T18:12:38.588Z",6006,"System","TEST-01","The Event log service was stopped.",""
"2021-07-10T02:29:10.659Z",4634,"Security-Auditing","HR-DESK-02","An account was logged off.","Target: Account Name: SYSTEM"
"2021-10-12T20:20:14.712Z",10,"Sysmon","TEST-01","Sysmon event 10",""
"2021-03-07T16:47:23.273Z",7,"Sysmon","CLIENT05","Image loaded:","Image: C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE; ImageLoaded: C:\Windows\System32\kernel32.dll; ProcessId: 5801"
"2021-12-12T11:38:45.573Z",4634,"Security-Auditing","DC02","An account was logged off.","Target: Account Name: LOCAL SERVICE"
"2021-05-04T07:09:19.265Z",11,"Sysmon","CLIENT01","File created:","Image: C:\Program Files\Google\Chrome\chrome.exe; TargetFilename: C:\Users\ABYAH\bwilson\Documents\file_53.tmp; ProcessId: 3691"
"2021-06-04T19:22:26.430Z",1102,"Security-Auditing","HR-DESK-01","Security event 1102 occurred.","Details: Event ID 1102 logged for WORKGROUP\User2"
"2021-07-13T03:39:31.297Z",7,"Sysmon","CLIENT05","Image loaded:","Image: C:\Windows\System32\svchost.exe; ImageLoaded: C:\Windows\System32\ws2_32.dll; ProcessId: 7165"
"2021-08-01T15:28:38.371Z",7,"Sysmon","CLIENT04","Image loaded:","Image: C:\Windows\System32\lsass.exe; ImageLoaded: C:\Windows\System32\ws2_32.dll; ProcessId: 2578"
"2021-09-21T12:24:12.595Z",4624,"Security-Auditing","CLIENT05","An account was successfully logged on.","Subject: Security ID: S-1-5-18; Subject: Account Name: CLIENT05$; Subject: Account Domain: ABYAH; Logon: Logon Type: 2; New Logon: Account Name: abyah; New Logon: Authentication Package: Negotiate; Network: Source Address: 192.168.1.100"
"2021-03-23T13:26:44.573Z",1102,"Security-Auditing","SQL01","Security event 1102 occurred.","Details: Event ID 1102 logged for ABYAH\svc_monitor"
"2021-04-07T15:38:31.198Z",1100,"Security-Auditing","APP01","Security event 1100 occurred.","Details: Event ID 1100 logged for ABYAH\abyah"
"2021-02-22T11:05:13.995Z",4624,"Security-Auditing","DEV-01","An account was successfully logged on.","Subject: Security ID: S-1-5-18; Subject: Account Name: DEV-01$; Subject: Account Domain: ABYAH; Logon: Logon Type: 8; New Logon: Account Name: bwilson; New Logon: Authentication Package: Negotiate; Network: Source Address: 192.168.50.1"
"2021-11-07T13:15:31.484Z",4624,"Security-Auditing","DEV-01","An account was successfully logged on.","Subject: Security ID: S-1-5-18; Subject: Account Name: DEV-01$; Subject: Account Domain: ABYAH; Logon: Logon Type: 8; New Logon: Account Name: LOCAL SERVICE; New Logon: Authentication Package: Kerberos; Network: Source Address: 172.16.0.1"
"2021-01-06T03:39:07.255Z",3,"Sysmon","DC02","Network connection detected:","Image: C:\Windows\System32\winlogon.exe; User: ABYAH\admin; DestinationIp: 10.0.0.1; DestinationPort: 80; Protocol: tcp"
"2021-10-14T16:34:10.362Z",6005,"System","IT-DESK-01","The Event log service was started.",""
"2021-08-21T08:53:34.823Z",4776,"Security-Auditing","SQL01","The credential validation occurred.","Package: Authentication Package: MICROSOFT_AUTHENTICATION_PACKAGE_V1_0; Account: Account Name: asmith; Computer: Computer Name: SQL01"
"2021-06-05T00:49:13.198Z",1102,"Security-Auditing","WEB01","Security event 1102 occurred.","Details: Event ID 1102 logged for ABYAH\svc_monitor"
"2021-01-26T12:05:30.411Z",8,"Sysmon","DEV-02","Sysmon event 8",""
"2021-10-10T15:07:32.927Z",1102,"Security-Auditing","HR-DESK-02","Security event 1102 occurred.","Details: Event ID 1102 logged for ABYAH\mperez"
"2021-06-13T09:29:09.463Z",6005,"System","DEV-02","The Event log service was started.",""
"2021-07-01T10:37:48.281Z",6013,"System","CLIENT04","The system uptime is 3279156 seconds.",""
"2021-10-04T07:45:40.933Z",4672,"Security-Auditing","HR-DESK-02","Special privileges assigned to new logon.","Subject: Account Name: ogarcia; Privileges: SeTcbPrivilege SeBackupPrivilege SeDebugPrivilege"
"2021-10-05T16:21:02.344Z",8,"Sysmon","FILE01","Sysmon event 8",""
"2021-08-24T01:55:25.576Z",4634,"Security-Auditing","DC02","An account was logged off.","Target: Account Name: abyah"
"2021-12-23T17:46:24.286Z",4634,"Security-Auditing","CLIENT05","An account was logged off.","Target: Account Name: ogarcia"
"2021-08-25T16:04:12.855Z",1100,"Security-Auditing","DEV-02","Security event 1100 occurred.","Details: Event ID 1100 logged for NETWORK SERVICE"
"2021-09-23T05:41:50.571Z",4634,"Security-Auditing","WEB01","An account was logged off.","Target: Account Name: jdoe"
"2021-03-16T07:17:48.475Z",11,"Sysmon","DEV-02","File created:","Image: C:\Windows\System32\svchost.exe; TargetFilename: C:\Users\ABYAH\rbrown\Documents\file_78.tmp; ProcessId: 9574"
"2021-11-02T17:22:33.913Z",1102,"Security-Auditing","FILE01","Security event 1102 occurred.","Details: Event ID 1102 logged for WORKGROUP\User1"
"2021-11-04T13:50:15.947Z",6006,"System","EXCH01","The Event log service was stopped.",""
"2021-06-15T20:53:22.174Z",4776,"Security-Auditing","TEST-01","The credential validation occurred.","Package: Authentication Package: MICROSOFT_AUTHENTICATION_PACKAGE_V1_0; Account: Account Name: abyah; Computer: Computer Name: TEST-01"
"2021-07-21T18:56:33.417Z",4672,"Security-Auditing","DEV-01","Special privileges assigned to new logon.","Subject: Account Name: rbrown; Privileges: SeTcbPrivilege SeBackupPrivilege SeDebugPrivilege"
"2021-01-23T08:54:08.116Z",1102,"Security-Auditing","SQL01","Security event 1102 occurred.","Details: Event ID 1102 logged for ABYAH\asmith"
"2021-07-08T07:37:06.635Z",1,"Sysmon","CLIENT05","Process Create:","Image: C:\Windows\System32\svchost.exe; CommandLine: ""C:\Windows\System32\svchost.exe"" --flag-1675 --config-8; User: LOCAL SERVICE; ProcessId: 6702"
"2021-11-06T04:54:36.921Z",8,"Sysmon","EXCH01","Sysmon event 8",""
"2021-04-05T17:38:15.191Z",4624,"Security-Auditing","FILE01","An account was successfully logged on.","Subject: Security ID: S-1-5-18; Subject: Account Name: FILE01$; Subject: Account Domain: ABYAH; Logon: Logon Type: 2; New Logon: Account Name: svc_monitor; New Logon: Authentication Package: Kerberos; Network: Source Address: 192.168.1.105"
"2021-10-10T08:02:26.306Z",1102,"Security-Auditing","HR-DESK-02","Security event 1102 occurred.","Details: Event ID 1102 logged for ABYAH\john.smith"
"2021-12-24T22:07:47.480Z",3,"Sysmon","HR-DESK-02","Network connection detected:","Image: C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE; User: ABYAH\svc_sql; DestinationIp: 13.107.42.14; DestinationPort: 443; Protocol: tcp"
"2021-04-17T05:23:51.486Z",3,"Sysmon","HR-DESK-02","Network connection detected:","Image: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE; User: WORKGROUP\User1; DestinationIp: 13.107.42.14; DestinationPort: 3389; Protocol: tcp"
"2021-11-10T02:15:13.132Z",4634,"Security-Auditing","CLIENT05","An account was logged off.","Target: Account Name: svc_backup"
"2021-01-02T02:02:59.860Z",6006,"System","CLIENT01","The Event log service was stopped.",""
"2021-04-10T20:46:08.357Z",4634,"Security-Auditing","CLIENT02","An account was logged off.","Target: Account Name: jdoe"
"2021-02-07T11:55:19.944Z",6005,"System","HR-DESK-01","The Event log service was started.",""
"2021-04-27T16:29:21.545Z",4776,"Security-Auditing","IT-DESK-01","The credential validation occurred.","Package: Authentication Package: MICROSOFT_AUTHENTICATION_PACKAGE_V1_0; Account: Account Name: User1; Computer: Computer Name: IT-DESK-01"
"2021-02-26T05:38:18.763Z",6013,"System","SQL01","The system uptime is 9778018 seconds.",""
"2021-03-28T09:43:07.728Z",4624,"Security-Auditing","DEV-01","An account was successfully logged on.","Subject: Security ID: S-1-5-18; Subject: Account Name: DEV-01$; Subject: Account Domain: ABYAH; Logon: Logon Type: 11; New Logon: Account Name: LOCAL SERVICE; New Logon: Authentication Package: Kerberos; Network: Source Address: 192.168.1.100"
"2021-04-18T02:28:16.457Z",1102,"Security-Auditing","EXCH01","Security event 1102 occurred.","Details: Event ID 1102 logged for ABYAH\john.smith"
"2021-08-12T14:30:28.782Z",1102,"Security-Auditing","FILE01","Security event 1102 occurred.","Details: Event ID 1102 logged for ABYAH\rbrown"
"2021-12-13T14:56:13.309Z",4776,"Security-Auditing","DEV-02","The credential validation occurred.","Package: Authentication Package: MICROSOFT_AUTHENTICATION_PACKAGE_V1_0; Account: Account Name: bwilson; Computer: Computer Name: DEV-02"
"2021-04-15T05:55:03.162Z",3,"Sysmon","DEV-02","Network connection detected:","Image: C:\Windows\explorer.exe; User: ABYAH\svc_sql; DestinationIp: 10.0.0.1; DestinationPort: 53; Protocol: tcp"
"2021-06-03T15:43:34.882Z",6013,"System","SQL01","The system uptime is 2546735 seconds.",""
"2021-02-10T05:06:31.237Z",4776,"Security-Auditing","FILE01","The credential validation occurred.","Package: Authentication Package: MICROSOFT_AUTHENTICATION_PACKAGE_V1_0; Account: Account Name: ogarcia; Computer: Computer Name: FILE01"
"2021-04-23T14:08:09.362Z",1102,"Security-Auditing","APP01","Security event 1102 occurred.","Details: Event ID 1102 logged for WORKGROUP\User2"
"2021-12-26T04:39:43.158Z",4672,"Security-Auditing","CLIENT02","Special privileges assigned to new logon.","Subject: Account Name: abyah; Privileges: SeTcbPrivilege SeBackupPrivilege SeDebugPrivilege"
"2021-03-25T10:13:42.112Z",1,"Sysmon","DC01","Process Create:","Image: C:\Program Files\Google\Chrome\chrome.exe; CommandLine: ""C:\Program Files\Google\Chrome\chrome.exe"" --flag-1061 --config-8; User: ABYAH\mperez; ProcessId: 3496"
"2021-05-09T08:03:58.447Z",4672,"Security-Auditing","CLIENT02","Special privileges assigned to new logon.","Subject: Account Name: lnguyen; Privileges: SeTcbPrivilege SeBackupPrivilege SeDebugPrivilege"
"2021-09-15T01:22:21.361Z",1100,"Security-Auditing","TEST-01","Security event 1100 occurred.","Details: Event ID 1100 logged for ABYAH\lnguyen"
